epoch,train_loss,val_loss,train_accuracy,train_precision_weighted,train_recall_weighted,train_f1_weighted,train_precision_macro,train_recall_macro,train_f1_macro,val_accuracy,val_precision_weighted,val_recall_weighted,val_f1_weighted,val_precision_macro,val_recall_macro,val_f1_macro
1,1.7630912727486947,1.6939140522467233,0.2925293132328308,0.4161832542333997,0.2925293132328308,0.32657556508622837,0.18384430901093482,0.1923330073907096,0.16785878499759366,0.2679528403001072,0.5008155119612618,0.2679528403001072,0.2912731394092967,0.23265937820982682,0.2524626768486002,0.15640471292614339
